,Name,Succ,Fail,Send Rate (TPS),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (TPS),cpu_max_all,cpu_max_avg_all,neti_total_mb,neto_total_mb,n,algo,tps_param,cpu_limit,delay,rate_limit,r_idx
2,transfer,1000,0,100.7,2.05,1.01,1.53,87.8,101.06,53.83,308.29999999999995,308.29999999999995,16,ibft,100,2.50,0,0,1
0,open,1000,0,100.2,2.06,0.98,1.52,87.9,97.09,55.51,311.1,311.1,16,ibft,100,2.50,0,0,9
1,query,1000,0,100.3,0.02,0.0,0.0,100.3,32.69,16.82,44.46000000000001,44.46000000000001,16,ibft,100,2.50,0,0,9
2,transfer,1000,0,100.6,2.05,0.99,1.53,87.7,95.77,54.79,313.5,313.5,16,ibft,100,2.50,0,0,9
0,open,1000,0,99.6,2.06,0.99,1.52,86.0,101.08,58.84,315.9,315.9,16,ibft,100,2.50,0,0,8
1,query,1000,0,100.5,0.01,0.0,0.0,100.5,30.7,16.25,44.07000000000001,44.07000000000001,16,ibft,100,2.50,0,0,8
2,transfer,1000,0,100.5,2.07,1.0,1.53,87.8,96.24,52.99,321.80000000000007,321.80000000000007,16,ibft,100,2.50,0,0,8
0,open,1000,0,100.2,2.06,0.99,1.53,85.4,111.78,59.33,308.5,308.5,16,ibft,100,2.50,0,0,5
1,query,1000,0,100.3,0.02,0.0,0.0,100.2,23.12,15.6,44.29,44.29,16,ibft,100,2.50,0,0,5
2,transfer,1000,0,100.6,2.04,0.99,1.53,88.2,86.91,50.39,292.7,292.7,16,ibft,100,2.50,0,0,5
0,open,1000,0,100.5,2.1,0.99,1.53,90.1,109.1,58.47,321.4,321.4,16,ibft,100,2.50,0,0,2
1,query,1000,0,100.4,0.02,0.0,0.0,100.4,22.33,15.93,45.34,45.34,16,ibft,100,2.50,0,0,2
2,transfer,1000,0,100.6,2.07,1.01,1.53,88.0,98.18,52.39,309.70000000000005,309.70000000000005,16,ibft,100,2.50,0,0,2
0,open,1000,0,100.5,2.07,0.99,1.54,85.7,100.09,55.07,287.6,287.6,16,ibft,100,2.50,0,0,6
1,query,1000,0,100.5,0.02,0.0,0.0,100.5,23.51,15.83,44.34,44.34,16,ibft,100,2.50,0,0,6
2,transfer,1000,0,100.6,2.06,1.01,1.54,87.9,98.98,51.51,300.6,300.6,16,ibft,100,2.50,0,0,6
0,open,1000,0,100.2,2.07,1.0,1.53,85.9,109.75,58.16,309.6,309.6,16,ibft,100,2.50,0,0,7
1,query,1000,0,99.7,0.03,0.0,0.0,99.7,16.77,14.89,43.480000000000004,43.480000000000004,16,ibft,100,2.50,0,0,7
2,transfer,1000,0,100.7,2.1,0.97,1.53,88.7,95.33,51.7,301.8,301.8,16,ibft,100,2.50,0,0,7
0,open,1000,0,100.0,2.06,1.02,1.54,84.8,104.18,57.13,316.8,316.8,16,ibft,100,2.50,0,0,3
1,query,1000,0,100.5,0.01,0.0,0.0,100.5,21.46,14.85,43.43,43.43,16,ibft,100,2.50,0,0,3
2,transfer,1000,0,100.6,2.06,0.97,1.53,87.7,93.96,51.28,301.1,301.1,16,ibft,100,2.50,0,0,3
0,open,1000,0,100.4,2.07,1.0,1.53,86.5,102.73,56.48,312.2,312.2,16,ibft,100,2.50,0,0,4
